,type,features,nom,id,essonne,cpts,cpts_code,indicateur_1,indicateur_2,indicateur_3,indicateur_4
21819,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1209127863287773, 48.467641527904696], [2.1147822515855865, 48.46214396246326], [2.0822177282478966, 48.45928761322621], [2.0703648492281923, 48.46407165739946], [2.0724824655480956, 48.47285106314624], [2.063165834814611, 48.480874967775634], [2.06154574081484, 48.4920180202852], [2.074033626531147, 48.50994713643324], [2.0962962769015867, 48.51368110690891], [2.1071245432183705, 48.509156791894256], [2.101284659227212, 48.499927375959324], [2.121679018898363, 48.4913892720908], [2.1209127863287773, 48.467641527904696]]]}, 'properties': {'code': '91081', 'nom': 'Boissy-le-Sec'}}",Boissy-le-Sec,91081,True,Sud Hurepoix,8,1,7,2,4
21820,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.038487964945083, 48.4458779571193], [2.0202792975252657, 48.45709218891816], [2.034182880095193, 48.46452057415384], [2.0703648492281923, 48.46407165739946], [2.0822177282478966, 48.45928761322621], [2.078499451232458, 48.45765737475227], [2.0633668588992475, 48.44306293278501], [2.038487964945083, 48.4458779571193]]]}, 'properties': {'code': '91098', 'nom': 'Boutervilliers'}}",Boutervilliers,91098,True,PEPS,5,5,2,1,6
21821,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.257737304354837, 48.613366623147456], [2.2645546143759865, 48.62348382340295], [2.276027550834053, 48.621970922976814], [2.282544095671399, 48.61773753303217], [2.2681208783644116, 48.606180515237924], [2.257737304354837, 48.613366623147456]]]}, 'properties': {'code': '91333', 'nom': 'Leuville-sur-Orge'}}",Leuville-sur-Orge,91333,True,Cur Essonne,1,0,6,0,5
21822,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.189517467290175, 48.754161953451856], [2.1902378300676126, 48.73928984710275], [2.18265395680234, 48.72771599614562], [2.2034622493012392, 48.72104768480697], [2.193479634091989, 48.71869596677261], [2.171682801665039, 48.71480481596169], [2.1551015002546476, 48.718061618926555], [2.1438583863672642, 48.72311752106629], [2.1349798974354277, 48.737139276053675], [2.138892810800436, 48.74312203624315], [2.150675004182983, 48.753712115449396], [2.1820096609166937, 48.757573640869396], [2.189517467290175, 48.754161953451856]]]}, 'properties': {'code': '91534', 'nom': 'Saclay'}}",Saclay,91534,True,Noé Santé,4,9,7,7,4
21823,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.241772918302237, 48.68529093738236], [2.268193302148987, 48.70387749032038], [2.2848920427757387, 48.699121566597405], [2.286128737565018, 48.68617636686202], [2.277011679352691, 48.67056911377162], [2.2649808766187807, 48.67043258024148], [2.245486451736617, 48.673656958831586], [2.241772918302237, 48.68529093738236]]]}, 'properties': {'code': '91587', 'nom': 'Saulx-les-Chartreux'}}",Saulx-les-Chartreux,91587,True,Cur Santé Orge Yvette,2,9,3,0,9
22342,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.479129831914786, 48.495140643360614], [2.483068934436455, 48.50197690692909], [2.4741230818587048, 48.5125709985394], [2.497610531144255, 48.51723357648758], [2.513822740448349, 48.509528461770834], [2.512085693654683, 48.49540650761688], [2.493858702340498, 48.490670246485436], [2.479129831914786, 48.495140643360614]]]}, 'properties': {'code': '91441', 'nom': 'Nainville-les-Roches'}}",Nainville-les-Roches,91441,True,Val d Essonne et des 2 Vallées,9,4,0,0,1
22343,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.5182770284128475, 48.5832577878723], [2.5088741085415083, 48.58402894984856], [2.499115712195827, 48.60635086957552], [2.490357142177879, 48.60735716018245], [2.4864226562234926, 48.615741863405276], [2.5114009047778754, 48.62274630106967], [2.5052227169216263, 48.63185089175152], [2.521412146260689, 48.631881052254236], [2.5258433805130944, 48.61310782203827], [2.5425125609196635, 48.60880133027487], [2.5414503381881572, 48.59688743492499], [2.5182770284128475, 48.5832577878723]]]}, 'properties': {'code': '91573', 'nom': 'Saint-Pierre-du-Perray'}}",Saint-Pierre-du-Perray,91573,True,Santé Seine Essonne,7,8,5,2,8
22872,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.0703648492281923, 48.46407165739946], [2.034182880095193, 48.46452057415384], [2.0177851066984527, 48.481246058954554], [2.0467067083862007, 48.48705067177693], [2.06154574081484, 48.4920180202852], [2.063165834814611, 48.480874967775634], [2.0724824655480956, 48.47285106314624], [2.0703648492281923, 48.46407165739946]]]}, 'properties': {'code': '91247', 'nom': 'Forêt-le-Roi'}}",Forêt-le-Roi,91247,True,Sud Hurepoix,8,6,9,1,1
22873,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.3485563642198275, 48.47207752117151], [2.3505928758795207, 48.476973721325166], [2.3857478599249093, 48.473319308315446], [2.4007588915005575, 48.471560746761035], [2.3998715460130176, 48.46041870293054], [2.3624791403929195, 48.44860027886178], [2.353154712086234, 48.4513477620477], [2.3455183029823234, 48.4553093680351], [2.3485563642198275, 48.47207752117151]]]}, 'properties': {'code': '91293', 'nom': 'Guigneville-sur-Essonne'}}",Guigneville-sur-Essonne,91293,True,Val d Essonne et des 2 Vallées,9,5,5,0,8
23386,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4931740718168283, 48.68068784518585], [2.4822845371791535, 48.68986068010297], [2.4892668628969865, 48.70139105813874], [2.5031940045310126, 48.70975577024536], [2.519082341032418, 48.712636156230246], [2.52957873740183, 48.706183950237424], [2.5268738891691735, 48.70473412419343], [2.5081116162020454, 48.690579328497854], [2.4982519293596055, 48.67667965564757], [2.4931740718168283, 48.68068784518585]]]}, 'properties': {'code': '91114', 'nom': 'Brunoy'}}",Brunoy,91114,True,Val d Yerres,11,6,2,4,3
23387,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.05069287113412, 48.5457664364405], [2.02444974098962, 48.550061170802636], [2.01757406029729, 48.55759738742344], [2.0172296562124665, 48.56946047379915], [2.035741451799255, 48.58886342431221], [2.0546499871175787, 48.57652871363821], [2.05576172301694, 48.54793889763698], [2.05069287113412, 48.5457664364405]]]}, 'properties': {'code': '91546', 'nom': 'Saint-Cyr-sous-Dourdan'}}",Saint-Cyr-sous-Dourdan,91546,True,Sud Hurepoix,8,6,1,6,0
23914,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.3663736281865297, 48.51028212069763], [2.4062238499485105, 48.503938740264324], [2.406526844819746, 48.502284962674025], [2.3959153744892334, 48.48802646458952], [2.415182817978243, 48.48112378754634], [2.391371982315057, 48.48068928486794], [2.3636514819149634, 48.49136655333645], [2.346602093748158, 48.4866948815531], [2.352288421020651, 48.48979376405595], [2.3663736281865297, 48.51028212069763]]]}, 'properties': {'code': '91047', 'nom': 'Baulne'}}",Baulne,91047,True,Val d Essonne et des 2 Vallées,9,8,6,3,6
23915,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2695086942012472, 48.52030569001464], [2.2991599734421917, 48.52377679975828], [2.3241448164828538, 48.51865876729114], [2.307086472728099, 48.4999024309005], [2.2770639523883918, 48.504671498482246], [2.2695086942012472, 48.52030569001464]]]}, 'properties': {'code': '91095', 'nom': 'Bouray-sur-Juine'}}",Bouray-sur-Juine,91095,True,Cur Essonne,1,7,5,4,4
23916,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2488256762398855, 48.53195272063503], [2.258799758637183, 48.53256408320481], [2.2825725754689272, 48.5344731407251], [2.2944054889456624, 48.54297320486876], [2.2991599734421917, 48.52377679975828], [2.2695086942012472, 48.52030569001464], [2.2407732058117187, 48.51276670879558], [2.235403341803649, 48.52167452041211], [2.2488256762398855, 48.53195272063503]]]}, 'properties': {'code': '91330', 'nom': 'Lardy'}}",Lardy,91330,True,Cur Essonne,1,8,7,9,2
23917,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.281575738855799, 48.627005953057264], [2.276027550834053, 48.621970922976814], [2.2645546143759865, 48.62348382340295], [2.257737304354837, 48.613366623147456], [2.236369123525524, 48.612538856239894], [2.2254961258490313, 48.62857952739662], [2.2529304064878883, 48.63935126296116], [2.2677362779467916, 48.63756316545087], [2.281575738855799, 48.627005953057264]]]}, 'properties': {'code': '91339', 'nom': 'Linas'}}",Linas,91339,True,Cur Essonne,1,1,5,0,8
23918,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1753661745338744, 48.520157624568334], [2.1501754946777316, 48.509427484765276], [2.143553586484103, 48.52276648525697], [2.122423611978752, 48.5294225494406], [2.1340483321765156, 48.5357781636061], [2.155298704655112, 48.53853092930364], [2.157386082004326, 48.53677349662597], [2.174710960370394, 48.53684103662386], [2.1753661745338744, 48.520157624568334]]]}, 'properties': {'code': '91602', 'nom': 'Souzy-la-Briche'}}",Souzy-la-Briche,91602,True,Sud Hurepoix,8,9,0,8,6
24453,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2944054889456624, 48.54297320486876], [2.2825725754689272, 48.5344731407251], [2.258799758637183, 48.53256408320481], [2.2533027356976962, 48.54191256868632], [2.263504914735424, 48.56210909794976], [2.282745477004074, 48.559464937277035], [2.29954723827506, 48.55156773050983], [2.2944054889456624, 48.54297320486876]]]}, 'properties': {'code': '91156', 'nom': 'Cheptainville'}}",Cheptainville,91156,True,Cur Essonne,1,6,2,4,2
24454,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.093124495315947, 48.55225096339218], [2.1015772241090014, 48.554789047173735], [2.1295504455458483, 48.57008337144424], [2.138846663506775, 48.565293199754755], [2.155298704655112, 48.53853092930364], [2.1340483321765156, 48.5357781636061], [2.122423611978752, 48.5294225494406], [2.093124495315947, 48.55225096339218]]]}, 'properties': {'code': '91540', 'nom': 'Saint-Chéron'}}",Saint-Chéron,91540,True,Sud Hurepoix,8,4,8,6,6
24455,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1187451655882814, 48.59195380756235], [2.092980255168612, 48.5934784666559], [2.087153990526168, 48.593964682418424], [2.0779102195230963, 48.59906603782046], [2.1002689271435906, 48.61363928697105], [2.123746751000991, 48.60992823941598], [2.1300870122969986, 48.603084029696134], [2.1187451655882814, 48.59195380756235]]]}, 'properties': {'code': '91634', 'nom': 'Vaugrigneuse'}}",Vaugrigneuse,91634,True,Sud Hurepoix,8,7,1,0,8
24976,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.439394862714953, 48.5770652315425], [2.4222340480978164, 48.573222979020514], [2.4131763531518207, 48.5867709875131], [2.393595268370176, 48.58927254462244], [2.40715855354486, 48.594945073656504], [2.39857007664951, 48.607126803299685], [2.4000594087215523, 48.609733984916616], [2.411657382625413, 48.61336301278299], [2.4319289374563215, 48.611734338397895], [2.4369814141572337, 48.61116464222899], [2.4503648342278734, 48.60264559597869], [2.450467092051464, 48.59548571501212], [2.432500656349478, 48.58902362117405], [2.439394862714953, 48.5770652315425]]]}, 'properties': {'code': '91340', 'nom': 'Lisses'}}",Lisses,91340,True,Centre Essonne,0,4,3,3,6
24977,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2887064177555128, 48.411807156177666], [2.3205905983058317, 48.42086496110255], [2.3248368226318097, 48.42491076666703], [2.3323401205366325, 48.412051810921625], [2.331328086821013, 48.40768262945716], [2.327215707162357, 48.3784641564381], [2.3087275434393346, 48.36915370417772], [2.267289625800714, 48.37183782631473], [2.274611466137738, 48.39612105326885], [2.2900053745545, 48.402683059969846], [2.2887064177555128, 48.411807156177666]]]}, 'properties': {'code': '91629', 'nom': 'Valpuiseaux'}}",Valpuiseaux,91629,True,Val d Essonne et des 2 Vallées,9,0,6,3,8
25491,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.359384499675438, 48.6180677171706], [2.3715179750737683, 48.61770059029442], [2.3835294959957563, 48.62997897821704], [2.3992705490796666, 48.62410454316675], [2.4000594087215523, 48.609733984916616], [2.39857007664951, 48.607126803299685], [2.38939772503709, 48.60155692401414], [2.362191410663048, 48.601486242605425], [2.359384499675438, 48.6180677171706]]]}, 'properties': {'code': '91086', 'nom': 'Bondoufle'}}",Bondoufle,91086,True,Centre Essonne,0,9,2,4,6
25492,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.30007159073682, 48.66959134757039], [2.3051571383676315, 48.678310256676774], [2.3264174034756335, 48.686509678823555], [2.3381254324377627, 48.66737105034268], [2.3187420790731403, 48.66564274790134], [2.3094449429957047, 48.65704392562979], [2.30007159073682, 48.66959134757039]]]}, 'properties': {'code': '91216', 'nom': 'Épinay-sur-Orge'}}",Épinay-sur-Orge,91216,True,Cur Santé Orge Yvette,2,7,3,0,9
25999,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[1.942894677475592, 48.44099829339068], [1.9717059423168806, 48.437085785325415], [1.9949439096573374, 48.42956536467245], [1.981276759302639, 48.4162768936778], [1.9652801595025755, 48.41184671817608], [1.9622256694340219, 48.404325251980374], [1.9304243075844463, 48.4039437081547], [1.9258935288275238, 48.412738189076535], [1.940657409608177, 48.42520626181189], [1.942894677475592, 48.44099829339068]]]}, 'properties': {'code': '91547', 'nom': 'Saint-Escobille'}}",Saint-Escobille,91547,True,PEPS,5,4,8,6,0
26000,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.3289347346009843, 48.619510202871396], [2.292714326039, 48.626155087773526], [2.297856500438116, 48.64440996334602], [2.3090402615310985, 48.64553677534408], [2.328527424485274, 48.63434118877053], [2.3304993772437657, 48.6202296430964], [2.3289347346009843, 48.619510202871396]]]}, 'properties': {'code': '91570', 'nom': 'Saint-Michel-sur-Orge'}}",Saint-Michel-sur-Orge,91570,True,Val d Orge,10,9,9,1,6
26001,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1753661745338744, 48.520157624568334], [2.174710960370394, 48.53684103662386], [2.157386082004326, 48.53677349662597], [2.173517459333104, 48.55154135892082], [2.1882094873466125, 48.546937620011505], [2.1926401188913145, 48.54253272111631], [2.1872987030165647, 48.51828762506542], [2.1822783664222345, 48.51805527308051], [2.1753661745338744, 48.520157624568334]]]}, 'properties': {'code': '91578', 'nom': 'Saint-Sulpice-de-Favières'}}",Saint-Sulpice-de-Favières,91578,True,Sud Hurepoix,8,1,0,8,9
26002,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4931740718168283, 48.68068784518585], [2.4982519293596055, 48.67667965564757], [2.5042470974605244, 48.67181155368669], [2.4690817148449455, 48.6628631327631], [2.466196092375708, 48.6475767557124], [2.452264167268353, 48.63760993335715], [2.4377609929703827, 48.6484714220005], [2.429370566881663, 48.653549722121], [2.4640231432970254, 48.67285181169317], [2.4931740718168283, 48.68068784518585]]]}, 'properties': {'code': '91600', 'nom': 'Soisy-sur-Seine'}}",Soisy-sur-Seine,91600,True,Val de Seine,13,7,6,8,9
26003,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.298933805387307, 48.650119261409316], [2.291325489745317, 48.65757621796877], [2.30007159073682, 48.66959134757039], [2.3094449429957047, 48.65704392562979], [2.298933805387307, 48.650119261409316]]]}, 'properties': {'code': '91685', 'nom': 'Villiers-sur-Orge'}}",Villiers-sur-Orge,91685,True,Val d Orge,10,3,9,3,6
26518,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2904352662926186, 48.58106493191001], [2.28164512415866, 48.57251122478779], [2.2591868941062705, 48.57323711062458], [2.241596210061337, 48.57853275596378], [2.257901711932703, 48.5912385361503], [2.262575480413014, 48.59348950737135], [2.2904352662926186, 48.58106493191001]]]}, 'properties': {'code': '91457', 'nom': 'Norville'}}",Norville,91457,True,Cur Essonne,1,5,7,8,8
27555,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1233140027397464, 48.715979371317076], [2.13639199007292, 48.706018447421556], [2.151469284476556, 48.707349946944944], [2.1551015002546476, 48.718061618926555], [2.171682801665039, 48.71480481596169], [2.1707518709516562, 48.706658005011704], [2.156838024730016, 48.70479747723733], [2.1430873281287544, 48.693874042138816], [2.1415736648906964, 48.68593401983548], [2.1215918174232264, 48.68015755615423], [2.1121476732372453, 48.67396188637178], [2.097852607663972, 48.69403069952937], [2.0969410976549496, 48.70274899322432], [2.1103326928214208, 48.714381141190366], [2.1233140027397464, 48.715979371317076]]]}, 'properties': {'code': '91272', 'nom': 'Gif-sur-Yvette'}}",Gif-sur-Yvette,91272,True,Val d Yvette,12,4,3,4,6
27556,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[1.991581326565225, 48.486433511946515], [1.9782530148390665, 48.505770466566176], [1.9951718850716984, 48.514497476138146], [2.0207355868779344, 48.51821950048719], [2.03232828721902, 48.501293030822424], [2.0467067083862007, 48.48705067177693], [2.0177851066984527, 48.481246058954554], [1.991581326565225, 48.486433511946515]]]}, 'properties': {'code': '91284', 'nom': 'Granges-le-Roi'}}",Granges-le-Roi,91284,True,Sud Hurepoix,8,0,5,5,8
27557,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2944054889456624, 48.54297320486876], [2.29954723827506, 48.55156773050983], [2.317022752922144, 48.55291979421498], [2.3427560383190698, 48.55283088682573], [2.357098994485879, 48.536815626497386], [2.3368636057656285, 48.53232344401394], [2.337942940394348, 48.52085950434468], [2.3241448164828538, 48.51865876729114], [2.2991599734421917, 48.52377679975828], [2.2944054889456624, 48.54297320486876]]]}, 'properties': {'code': '91579', 'nom': 'Saint-Vrain'}}",Saint-Vrain,91579,True,Val d Essonne et des 2 Vallées,9,0,3,2,4
28077,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2407732058117187, 48.51276670879558], [2.2227312708043114, 48.50497624220719], [2.2166425405124763, 48.49930454605557], [2.2011958898485804, 48.50827901372795], [2.2034666907335163, 48.51655284725087], [2.2082303697488355, 48.53378539179508], [2.2203572472881947, 48.53172445675242], [2.235403341803649, 48.52167452041211], [2.2407732058117187, 48.51276670879558]]]}, 'properties': {'code': '91132', 'nom': 'Chamarande'}}",Chamarande,91132,True,Sud Hurepoix,8,0,8,5,8
28078,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.479129831914786, 48.495140643360614], [2.468076476681505, 48.482631931331326], [2.4498038280542347, 48.484338945705645], [2.4406373311822054, 48.49496564257774], [2.418265486011338, 48.50455606421912], [2.406526844819746, 48.502284962674025], [2.4062238499485105, 48.503938740264324], [2.4123207242371283, 48.508332170101504], [2.413354175225756, 48.52488100617979], [2.444140032019637, 48.52080084196821], [2.470017431720989, 48.52762102032377], [2.4741230818587048, 48.5125709985394], [2.483068934436455, 48.50197690692909], [2.479129831914786, 48.495140643360614]]]}, 'properties': {'code': '91135', 'nom': 'Champcueil'}}",Champcueil,91135,True,Val d Essonne et des 2 Vallées,9,4,2,0,8
28079,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.4081536715786553, 48.386849269772384], [2.386682851835512, 48.3816928212583], [2.3621068285398197, 48.37680367632544], [2.327215707162357, 48.3784641564381], [2.331328086821013, 48.40768262945716], [2.352122448648694, 48.41223349501825], [2.376713917280557, 48.409162407106145], [2.387445387673878, 48.41131457674957], [2.416290576127806, 48.415571566448854], [2.4223585291709293, 48.40698236178267], [2.409857033167684, 48.39876067494405], [2.4081536715786553, 48.386849269772384]]]}, 'properties': {'code': '91359', 'nom': 'Maisse'}}",Maisse,91359,True,Val d Essonne et des 2 Vallées,9,7,4,4,4
28616,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1046545779338044, 48.73796805954767], [2.119042250155433, 48.74198779546291], [2.1349798974354277, 48.737139276053675], [2.1438583863672642, 48.72311752106629], [2.1233140027397464, 48.715979371317076], [2.1103326928214208, 48.714381141190366], [2.107693288719874, 48.717707532466804], [2.106273184804012, 48.718875233739745], [2.106156447293099, 48.71934209271172], [2.1111710477544254, 48.72422777039762], [2.1046545779338044, 48.73796805954767]]]}, 'properties': {'code': '91679', 'nom': 'Villiers-le-Bâcle'}}",Villiers-le-Bâcle,91679,True,Val d Yvette,12,3,9,9,1
29135,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.14754798717589, 48.377811977194575], [2.1256468681325944, 48.38645177900922], [2.1275828851921528, 48.39270112382732], [2.1900426530562718, 48.38880765667035], [2.2032077669811954, 48.39541078887325], [2.2185158606941133, 48.394415030508405], [2.2096928767014825, 48.38370393829299], [2.1788305796024168, 48.36805485687769], [2.152642446912629, 48.36757357610334], [2.14754798717589, 48.377811977194575]]]}, 'properties': {'code': '91079', 'nom': 'Boissy-la-Rivière'}}",Boissy-la-Rivière,91079,True,PEPS,5,6,5,4,7
29136,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.5268738891691735, 48.70473412419343], [2.531076672373326, 48.69978570765512], [2.520710115823204, 48.69075885614258], [2.521284434975298, 48.68145163396329], [2.5042470974605244, 48.67181155368669], [2.4982519293596055, 48.67667965564757], [2.5081116162020454, 48.690579328497854], [2.5268738891691735, 48.70473412419343]]]}, 'properties': {'code': '91215', 'nom': 'Épinay-sous-Sénart'}}",Épinay-sous-Sénart,91215,True,Val d Yerres,11,1,2,0,0
29137,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2695086942012472, 48.52030569001464], [2.2770639523883918, 48.504671498482246], [2.2647785320628806, 48.481943297744856], [2.2474001949971942, 48.47743517536409], [2.2468663997020126, 48.49295063361338], [2.224289667320957, 48.49846408076155], [2.2227312708043114, 48.50497624220719], [2.2407732058117187, 48.51276670879558], [2.2695086942012472, 48.52030569001464]]]}, 'properties': {'code': '91318', 'nom': 'Janville-sur-Juine'}}",Janville-sur-Juine,91318,True,Cur Essonne,1,0,7,3,3
29138,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[1.9772441197240544, 48.39916528953443], [1.9622256694340219, 48.404325251980374], [1.9652801595025755, 48.41184671817608], [1.981276759302639, 48.4162768936778], [1.9949439096573374, 48.42956536467245], [2.0209030188132373, 48.43742094435422], [2.020850204464483, 48.414135945663844], [2.0054042897155697, 48.40117731643888], [1.9772441197240544, 48.39916528953443]]]}, 'properties': {'code': '91393', 'nom': 'Mérobert'}}",Mérobert,91393,True,PEPS,5,5,1,6,5
29665,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.2264149854342636, 48.75003536744732], [2.232859032169924, 48.76598806763034], [2.2761460972111487, 48.75665227942786], [2.285399109671087, 48.74750672704608], [2.274517532473191, 48.74071323297028], [2.238024480498268, 48.735556866087364], [2.2264149854342636, 48.75003536744732]]]}, 'properties': {'code': '91645', 'nom': 'Verrières-le-Buisson'}}",Verrières-le-Buisson,91645,True,Noé Santé,4,5,3,8,2
30186,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1415736648906964, 48.68593401983548], [2.1430873281287544, 48.693874042138816], [2.156838024730016, 48.70479747723733], [2.1707518709516562, 48.706658005011704], [2.174244984346053, 48.69029344278195], [2.1608544714128928, 48.68910258318944], [2.1612889849724706, 48.675568037477184], [2.1415736648906964, 48.68593401983548]]]}, 'properties': {'code': '91122', 'nom': 'Bures-sur-Yvette'}}",Bures-sur-Yvette,91122,True,Val d Yvette,12,6,3,4,5
30187,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.28580676771233, 48.345723861243016], [2.3029014300394555, 48.35637952188942], [2.327292872235835, 48.349196762503595], [2.3449524468894705, 48.34559785223724], [2.3293101142988375, 48.332833056850774], [2.3171821647645356, 48.331567092853696], [2.28580676771233, 48.345723861243016]]]}, 'properties': {'code': '91137', 'nom': 'Champmotteux'}}",Champmotteux,91137,True,PEPS,5,6,4,7,2
30188,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.1560305993148856, 48.348280319158945], [2.1458023982014, 48.3606671226743], [2.152642446912629, 48.36757357610334], [2.1788305796024168, 48.36805485687769], [2.188440136156977, 48.36047332961472], [2.1560305993148856, 48.348280319158945]]]}, 'properties': {'code': '91240', 'nom': 'Fontaine-la-Rivière'}}",Fontaine-la-Rivière,91240,True,PEPS,5,5,3,4,2
30189,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.442308114501314, 48.57719586324235], [2.4695700366914006, 48.57855289872087], [2.4738489175580933, 48.57770832140336], [2.456355385143855, 48.563866386727035], [2.442308114501314, 48.57719586324235]]]}, 'properties': {'code': '91468', 'nom': 'Ormoy'}}",Ormoy,91468,True,Val d Essonne et des 2 Vallées,9,9,6,3,8
30705,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.138846663506775, 48.565293199754755], [2.1814657643089306, 48.56405576685599], [2.173517459333104, 48.55154135892082], [2.157386082004326, 48.53677349662597], [2.155298704655112, 48.53853092930364], [2.138846663506775, 48.565293199754755]]]}, 'properties': {'code': '91106', 'nom': 'Breux-Jouy'}}",Breux-Jouy,91106,True,Sud Hurepoix,8,6,8,7,4
30706,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.053903210778219, 48.65917532987829], [2.076597918890009, 48.6603839973628], [2.0971088502203936, 48.666292926329604], [2.1196361395077465, 48.65189801691856], [2.117932133813971, 48.63781657732498], [2.099879604542624, 48.641018876659956], [2.0909697318655054, 48.63196470671113], [2.042622551407064, 48.626368481915605], [2.0416223780761094, 48.626891182347286], [2.0614436222941093, 48.6468212473795], [2.053903210778219, 48.65917532987829]]]}, 'properties': {'code': '91338', 'nom': 'Limours'}}",Limours,91338,True,Val d Yvette,12,5,1,6,7
30707,FeatureCollection,"{'type': 'Feature', 'geometry': {'type': 'Polygon', 'coordinates': [[[2.0202792975252657, 48.45709218891816], [2.011372091753471, 48.45889869757596], [1.9805227626989812, 48.453059651955535], [1.966288691429414, 48.467283524952556], [1.96870059626075, 48.475845725391515], [1.9900095289983364, 48.47738738965908], [1.991581326565225, 48.486433511946515], [2.0177851066984527, 48.481246058954554], [2.034182880095193, 48.46452057415384], [2.0202792975252657, 48.45709218891816]]]}, 'properties': {'code': '91519', 'nom': 'Richarville'}}",Richarville,91519,True,Sud Hurepoix,8,1,5,1,1
